InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C27H36N2O5/c1-4-34-25-17-20(12-13-22(25)27(32)33)18-26(31)29-24(16-19(2)3)21-10-6-7-11-23(21)28-14-8-5-9-15-30/h6-7,10-13,15,17,19,24,28H,4-5,8-9,14,16,18H2,1-3H3,(H,29,31)(H,32,33)",SYOVMHHUXYXBQJ-UHFFFAOYSA-N,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2NCCCCC=O)C(=O)O,,,C27H36N2O5,468.26242225199996,4.540199999999999,1,2,2,BTM00004,BTM00004,N-Dealkylation of mixed tertiary amine,BTMR1145,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,"InChI=1S/C27H36N2O4/c1-4-33-25-17-20(12-13-22(25)27(31)32)18-26(30)28-23(16-19(2)3)21-10-6-7-11-24(21)29-14-8-5-9-15-29/h6-7,10-13,17,19,23H,4-5,8-9,14-16,18H2,1-3H3,(H,28,30)(H,31,32)",FAEKWTJYAYMJKF-UHFFFAOYSA-N,,452.2675
"InChI=1S/C27H36N2O5/c1-4-34-24-17-19(12-13-21(24)27(32)33)25(30)26(31)28-22(16-18(2)3)20-10-6-7-11-23(20)29-14-8-5-9-15-29/h6-7,10-13,17-18,22,25,30H,4-5,8-9,14-16H2,1-3H3,(H,28,31)(H,32,33)",NMJVWGGHSPCULI-UHFFFAOYSA-N,CCOC1=C(C=CC(=C1)C(C(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)O)C(=O)O,,,C27H36N2O5,468.26242225199996,4.736299999999999,1,1,1,BTM00005,BTM00005,Hydroxylation of non-terminal aliphatic carbon adjacent to aromatic ring,BTMR1077,"CYP1A2
CYP2C8
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,"InChI=1S/C27H36N2O4/c1-4-33-25-17-20(12-13-22(25)27(31)32)18-26(30)28-23(16-19(2)3)21-10-6-7-11-24(21)29-14-8-5-9-15-29/h6-7,10-13,17,19,23H,4-5,8-9,14-16,18H2,1-3H3,(H,28,30)(H,31,32)",FAEKWTJYAYMJKF-UHFFFAOYSA-N,,452.2675
"InChI=1S/C27H36N2O5/c1-4-34-24-16-20(12-13-21(24)26(31)32)17-25(30)28-27(33,18-19(2)3)22-10-6-7-11-23(22)29-14-8-5-9-15-29/h6-7,10-13,16,19,33H,4-5,8-9,14-15,17-18H2,1-3H3,(H,28,30)(H,31,32)",NMBMROLCOZGKGW-UHFFFAOYSA-N,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)(C2=CC=CC=C2N3CCCCC3)O)C(=O)O,,,C27H36N2O5,468.26242225199996,4.633099999999996,1,1,1,BTM00006,BTM00006,Hydroxylation of non-terminal aliphatic carbon adjacent to aromatic ring,BTMR1077,"CYP1A2
CYP2C8
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,"InChI=1S/C27H36N2O4/c1-4-33-25-17-20(12-13-22(25)27(31)32)18-26(30)28-23(16-19(2)3)21-10-6-7-11-24(21)29-14-8-5-9-15-29/h6-7,10-13,17,19,23H,4-5,8-9,14-16,18H2,1-3H3,(H,28,30)(H,31,32)",FAEKWTJYAYMJKF-UHFFFAOYSA-N,,452.2675
"InChI=1S/C2H4O/c1-2-3/h2H,1H3",IKHGUXGNUITLKF-UHFFFAOYSA-N,CC=O,,,C2H4O,44.026214748,-0.1825,0,0,0,BTM00007,BTM00007,O-Dealkylation,BTMR0052,"CYP1A2
CYP2A6
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,"InChI=1S/C27H36N2O4/c1-4-33-25-17-20(12-13-22(25)27(31)32)18-26(30)28-23(16-19(2)3)21-10-6-7-11-24(21)29-14-8-5-9-15-29/h6-7,10-13,17,19,23H,4-5,8-9,14-16,18H2,1-3H3,(H,28,30)(H,31,32)",FAEKWTJYAYMJKF-UHFFFAOYSA-N,,452.2675
"InChI=1S/C25H32N2O4/c1-17(2)14-21(19-8-4-5-9-22(19)27-12-6-3-7-13-27)26-24(29)16-18-10-11-20(25(30)31)23(28)15-18/h4-5,8-11,15,17,21,28H,3,6-7,12-14,16H2,1-2H3,(H,26,29)(H,30,31)",FTKOIWGNBGHHGC-UHFFFAOYSA-N,OC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,,,C25H32N2O4,424.236207504,4.681999999999997,1,1,1,BTM00008,BTM00008,O-Dealkylation,BTMR0052,"CYP1A2
CYP2A6
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,"InChI=1S/C27H36N2O4/c1-4-33-25-17-20(12-13-22(25)27(31)32)18-26(30)28-23(16-19(2)3)21-10-6-7-11-24(21)29-14-8-5-9-15-29/h6-7,10-13,17,19,23H,4-5,8-9,14-16,18H2,1-3H3,(H,28,30)(H,31,32)",FAEKWTJYAYMJKF-UHFFFAOYSA-N,,452.2675
"InChI=1S/C27H36N2O5/c1-4-34-25-17-20(12-13-22(25)27(31)32)18-26(30)28-23(16-19(2)3)21-10-6-7-11-24(21)29(33)14-8-5-9-15-29/h6-7,10-13,17,19,23H,4-5,8-9,14-16,18H2,1-3H3,(H,28,30)(H,31,32)",TZLRUXDWYSNYRF-UHFFFAOYSA-N,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2[N+]3(CCCCC3)[O-])C(=O)O,,,C27H36N2O5,468.26242225199996,4.781200000000003,0,0,0,BTM00009,BTM00009,N-Oxidation of alicyclic tertiary amine,BTMR1099,"CYP1A2
CYP2C8
CYP2C19
CYP2D6
CYP3A4",HUMAN,,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,"InChI=1S/C27H36N2O4/c1-4-33-25-17-20(12-13-22(25)27(31)32)18-26(30)28-23(16-19(2)3)21-10-6-7-11-24(21)29-14-8-5-9-15-29/h6-7,10-13,17,19,23H,4-5,8-9,14-16,18H2,1-3H3,(H,28,30)(H,31,32)",FAEKWTJYAYMJKF-UHFFFAOYSA-N,,452.2675
"InChI=1S/C27H36N2O5/c1-4-34-24-16-19(15-23(30)26(24)27(32)33)17-25(31)28-21(14-18(2)3)20-10-6-7-11-22(20)29-12-8-5-9-13-29/h6-7,10-11,15-16,18,21,30H,4-5,8-9,12-14,17H2,1-3H3,(H,28,31)(H,32,33)",WUVZTGHYLUXFAY-UHFFFAOYSA-N,CCOC1=C(C(=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)O)C(=O)O,,,C27H36N2O5,468.26242225199996,5.0144,1,1,1,BTM00010,BTM00010,Hydroxylation of benzene on carbon ortho to electron donating group,BTMR1045,"CYP1A2
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,"InChI=1S/C27H36N2O4/c1-4-33-25-17-20(12-13-22(25)27(31)32)18-26(30)28-23(16-19(2)3)21-10-6-7-11-24(21)29-14-8-5-9-15-29/h6-7,10-13,17,19,23H,4-5,8-9,14-16,18H2,1-3H3,(H,28,30)(H,31,32)",FAEKWTJYAYMJKF-UHFFFAOYSA-N,,452.2675
"InChI=1S/C27H36N2O5/c1-4-34-24-16-19(11-12-20(24)27(32)33)17-25(31)28-21(15-18(2)3)26-22(9-8-10-23(26)30)29-13-6-5-7-14-29/h8-12,16,18,21,30H,4-7,13-15,17H2,1-3H3,(H,28,31)(H,32,33)",VDOJECOGBASYBH-UHFFFAOYSA-N,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=C(C=CC=C2N3CCCCC3)O)C(=O)O,,,C27H36N2O5,468.26242225199996,5.0144,1,1,1,BTM00011,BTM00011,Hydroxylation of benzene on carbon ortho to electron donating group,BTMR1045,"CYP1A2
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,"InChI=1S/C27H36N2O4/c1-4-33-25-17-20(12-13-22(25)27(31)32)18-26(30)28-23(16-19(2)3)21-10-6-7-11-24(21)29-14-8-5-9-15-29/h6-7,10-13,17,19,23H,4-5,8-9,14-16,18H2,1-3H3,(H,28,30)(H,31,32)",FAEKWTJYAYMJKF-UHFFFAOYSA-N,,452.2675
"InChI=1S/C27H36N2O5/c1-4-34-26-21(27(32)33)13-12-19(25(26)31)17-24(30)28-22(16-18(2)3)20-10-6-7-11-23(20)29-14-8-5-9-15-29/h6-7,10-13,18,22,31H,4-5,8-9,14-17H2,1-3H3,(H,28,30)(H,32,33)",HJJZQAUROTWCGU-UHFFFAOYSA-N,CCOC1=C(C=CC(=C1O)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,,,C27H36N2O5,468.26242225199996,5.0144,1,1,1,BTM00012,BTM00012,Hydroxylation of benzene on carbon ortho to electron donating group,BTMR1045,"CYP1A2
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,"InChI=1S/C27H36N2O4/c1-4-33-25-17-20(12-13-22(25)27(31)32)18-26(30)28-23(16-19(2)3)21-10-6-7-11-24(21)29-14-8-5-9-15-29/h6-7,10-13,17,19,23H,4-5,8-9,14-16,18H2,1-3H3,(H,28,30)(H,31,32)",FAEKWTJYAYMJKF-UHFFFAOYSA-N,,452.2675
"InChI=1S/C27H36N2O5/c1-4-34-25-15-19(8-10-22(25)27(32)33)16-26(31)28-23(14-18(2)3)21-11-9-20(30)17-24(21)29-12-6-5-7-13-29/h8-11,15,17-18,23,30H,4-7,12-14,16H2,1-3H3,(H,28,31)(H,32,33)",AZCPBTUEBPLHDB-UHFFFAOYSA-N,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=C(C=C2N3CCCCC3)O)C(=O)O,,,C27H36N2O5,468.26242225199996,5.0144,1,1,1,BTM00013,BTM00013,Hydroxylation of benzene on carbon para to electron donating group,BTMR1047,"CYP1A2
CYP2C8
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,"InChI=1S/C27H36N2O4/c1-4-33-25-17-20(12-13-22(25)27(31)32)18-26(30)28-23(16-19(2)3)21-10-6-7-11-24(21)29-14-8-5-9-15-29/h6-7,10-13,17,19,23H,4-5,8-9,14-16,18H2,1-3H3,(H,28,30)(H,31,32)",FAEKWTJYAYMJKF-UHFFFAOYSA-N,,452.2675
