InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C23H34O7/c1-4-13(2)23(29)30-20-11-17(25)9-15-6-5-14(3)19(22(15)20)8-7-16(24)10-18(26)12-21(27)28/h5-6,9,13-14,16,18-20,22,24,26H,4,7-8,10-12H2,1-3H3,(H,27,28)",QLADBRMJZFWJSF-UHFFFAOYSA-N,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)=O,,,C23H34O7,422.230453428,2.3508999999999993,0,1,1,BTM00003,BTM00003,Oxidation of secondary alcohol to ketone,BTMR0079,"CYP1A2
CYP2C9
CYP2C19",HUMAN,,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,"InChI=1S/C23H36O7/c1-4-13(2)23(29)30-20-11-17(25)9-15-6-5-14(3)19(22(15)20)8-7-16(24)10-18(26)12-21(27)28/h5-6,9,13-14,16-20,22,24-26H,4,7-8,10-12H2,1-3H3,(H,27,28)",TUZYXOIXSAXUGO-UHFFFAOYSA-N,,424.2461
"InChI=1S/C23H34O7/c1-4-13(2)23(29)30-20-11-17(25)9-15-6-5-14(3)19(22(15)20)8-7-16(24)10-18(26)12-21(27)28/h5-6,9,13-14,17-20,22,25-26H,4,7-8,10-12H2,1-3H3,(H,27,28)",FHQHGVDLHRVGRS-UHFFFAOYSA-N,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)=O)O,,,C23H34O7,422.230453428,2.064499999999999,0,1,1,BTM00004,BTM00004,Oxidation of secondary alcohol to ketone,BTMR0079,"CYP1A2
CYP2C9
CYP2C19",HUMAN,,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,"InChI=1S/C23H36O7/c1-4-13(2)23(29)30-20-11-17(25)9-15-6-5-14(3)19(22(15)20)8-7-16(24)10-18(26)12-21(27)28/h5-6,9,13-14,16-20,22,24-26H,4,7-8,10-12H2,1-3H3,(H,27,28)",TUZYXOIXSAXUGO-UHFFFAOYSA-N,,424.2461
"InChI=1S/C23H34O7/c1-4-13(2)23(29)30-20-11-17(25)9-15-6-5-14(3)19(22(15)20)8-7-16(24)10-18(26)12-21(27)28/h5-6,9,13-14,16-17,19-20,22,24-25H,4,7-8,10-12H2,1-3H3,(H,27,28)",LMNAWLKQSBRQMW-UHFFFAOYSA-N,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)=O)O)O,,,C23H34O7,422.230453428,2.3508999999999993,0,1,1,BTM00005,BTM00005,Oxidation of secondary alcohol to ketone,BTMR0079,"CYP1A2
CYP2C9
CYP2C19",HUMAN,,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,"InChI=1S/C23H36O7/c1-4-13(2)23(29)30-20-11-17(25)9-15-6-5-14(3)19(22(15)20)8-7-16(24)10-18(26)12-21(27)28/h5-6,9,13-14,16-20,22,24-26H,4,7-8,10-12H2,1-3H3,(H,27,28)",TUZYXOIXSAXUGO-UHFFFAOYSA-N,,424.2461
"InChI=1S/C23H36O8/c1-4-12(2)23(30)31-22-20-14(9-18(26)21(22)29)6-5-13(3)17(20)8-7-15(24)10-16(25)11-19(27)28/h5-6,9,12-13,15-18,20-22,24-26,29H,4,7-8,10-11H2,1-3H3,(H,27,28)",LFFFHHOCHIANCC-UHFFFAOYSA-N,CCC(C)C(=O)OC1C(C(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O)O,,,C23H36O8,440.241018112,1.5585000000000004,0,1,1,BTM00006,BTM00006,Hydroxylation of alicyclic secondary carbon,BTMR1068,"CYP1A2
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,"InChI=1S/C23H36O7/c1-4-13(2)23(29)30-20-11-17(25)9-15-6-5-14(3)19(22(15)20)8-7-16(24)10-18(26)12-21(27)28/h5-6,9,13-14,16-20,22,24-26H,4,7-8,10-12H2,1-3H3,(H,27,28)",TUZYXOIXSAXUGO-UHFFFAOYSA-N,,424.2461
"InChI=1S/C23H36O8/c1-12-4-5-15-8-17(26)10-20(31-23(30)13(2)14(3)24)22(15)19(12)7-6-16(25)9-18(27)11-21(28)29/h4-5,8,12-14,16-20,22,24-27H,6-7,9-11H2,1-3H3,(H,28,29)",ASZMMNUWSMFMJO-UHFFFAOYSA-N,CC(C(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O)O,,,C23H36O8,440.241018112,0.9622,0,1,1,BTM00007,BTM00007,Hydroxylation of penultimate aliphatic secondary carbon,BTMR1074,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,"InChI=1S/C23H36O7/c1-4-13(2)23(29)30-20-11-17(25)9-15-6-5-14(3)19(22(15)20)8-7-16(24)10-18(26)12-21(27)28/h5-6,9,13-14,16-20,22,24-26H,4,7-8,10-12H2,1-3H3,(H,27,28)",TUZYXOIXSAXUGO-UHFFFAOYSA-N,,424.2461
"InChI=1S/C23H36O8/c1-4-11(2)23(29)30-18-9-15(26)8-17-20(18)16(12(3)21-22(17)31-21)6-5-13(24)7-14(25)10-19(27)28/h8,11-16,18,20-22,24-26H,4-7,9-10H2,1-3H3,(H,27,28)",LJAHWBASYSJWAH-UHFFFAOYSA-N,CCC(C)C(=O)OC1CC(C=C2C1C(C(C3C2O3)C)CCC(CC(CC(=O)O)O)O)O,,,C23H36O8,440.241018112,1.3414000000000026,0,1,1,BTM00008,BTM00008,Epoxidation of alkene,BTMR0110,"CYP1A2
CYP2B6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,"InChI=1S/C23H36O7/c1-4-13(2)23(29)30-20-11-17(25)9-15-6-5-14(3)19(22(15)20)8-7-16(24)10-18(26)12-21(27)28/h5-6,9,13-14,16-20,22,24-26H,4,7-8,10-12H2,1-3H3,(H,27,28)",TUZYXOIXSAXUGO-UHFFFAOYSA-N,,424.2461
"InChI=1S/C23H36O8/c1-13-3-4-15-9-17(26)11-20(31-23(30)14(2)7-8-24)22(15)19(13)6-5-16(25)10-18(27)12-21(28)29/h3-4,9,13-14,16-20,22,24-27H,5-8,10-12H2,1-2H3,(H,28,29)",PBLNHGZAFBFUQI-UHFFFAOYSA-N,C(CC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O)O,,,C23H36O8,440.241018112,0.9058999999999994,0,1,1,BTM00009,BTM00009,Hydroxylation of terminal methyl,BTMR1061,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,"InChI=1S/C23H36O7/c1-4-13(2)23(29)30-20-11-17(25)9-15-6-5-14(3)19(22(15)20)8-7-16(24)10-18(26)12-21(27)28/h5-6,9,13-14,16-20,22,24-26H,4,7-8,10-12H2,1-3H3,(H,27,28)",TUZYXOIXSAXUGO-UHFFFAOYSA-N,,424.2461
"InChI=1S/C23H36O8/c1-3-14(12-24)23(30)31-20-10-17(26)8-15-5-4-13(2)19(22(15)20)7-6-16(25)9-18(27)11-21(28)29/h4-5,8,13-14,16-20,22,24-27H,3,6-7,9-12H2,1-2H3,(H,28,29)",RZQBFIBRCYWJJX-UHFFFAOYSA-N,CCC(CO)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,,,C23H36O8,440.241018112,1.040900000000001,0,1,1,BTM00010,BTM00010,Hydroxylation of terminal methyl,BTMR1061,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,"InChI=1S/C23H36O7/c1-4-13(2)23(29)30-20-11-17(25)9-15-6-5-14(3)19(22(15)20)8-7-16(24)10-18(26)12-21(27)28/h5-6,9,13-14,16-20,22,24-26H,4,7-8,10-12H2,1-3H3,(H,27,28)",TUZYXOIXSAXUGO-UHFFFAOYSA-N,,424.2461
"InChI=1S/C23H34O7/c1-4-13(2)23(29)30-20-11-17(25)9-15-6-5-14(3)19(22(15)20)8-7-16(24)10-18(26)12-21(27)28/h4-6,9,13-14,16-20,22,24-26H,1,7-8,10-12H2,2-3H3,(H,27,28)",MSXDKFBLKABAGL-UHFFFAOYSA-N,C=CC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,,,C23H34O7,422.230453428,1.7409,0,1,1,BTM00011,BTM00011,Terminal desaturation,BTMR1190,"CYP1A2
CYP2A6
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,"InChI=1S/C23H36O7/c1-4-13(2)23(29)30-20-11-17(25)9-15-6-5-14(3)19(22(15)20)8-7-16(24)10-18(26)12-21(27)28/h5-6,9,13-14,16-20,22,24-26H,4,7-8,10-12H2,1-3H3,(H,27,28)",TUZYXOIXSAXUGO-UHFFFAOYSA-N,,424.2461
"InChI=1S/C23H34O7/c1-4-13(2)23(29)30-20-11-17(25)9-15-6-5-14(3)19(22(15)20)8-7-16(24)10-18(26)12-21(27)28/h5-6,9,14,16-20,22,24-26H,2,4,7-8,10-12H2,1,3H3,(H,27,28)",OIQXGZIXEZCDTI-UHFFFAOYSA-N,CCC(=C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,,,C23H34O7,422.230453428,2.1461999999999986,0,1,1,BTM00012,BTM00012,Terminal desaturation,BTMR1190,"CYP1A2
CYP2A6
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,"InChI=1S/C23H36O7/c1-4-13(2)23(29)30-20-11-17(25)9-15-6-5-14(3)19(22(15)20)8-7-16(24)10-18(26)12-21(27)28/h5-6,9,13-14,16-20,22,24-26H,4,7-8,10-12H2,1-3H3,(H,27,28)",TUZYXOIXSAXUGO-UHFFFAOYSA-N,,424.2461
