InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C13H16ClN3O10S2/c14-4-1-5-7(28(23,24)16-3-15-5)2-6(4)29(25,26)17-12-10(20)8(18)9(19)11(27-12)13(21)22/h1-2,8-12,15-20H,3H2,(H,21,22)",SIGAPGDOMFZVBS-UHFFFAOYSA-N,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)NC3OC(C(O)C(O)C3O)C(O)=O)Cl,,,C13H16ClN3O10S2,472.996563392,-2.0203000000000007,2,1,1,BTM00001,BTM00001,N-Glucuronidation of sulfonamide,BTMR0170,EC 2.4.1.17,HUMAN,,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,"InChI=1S/C7H8ClN3O4S2/c8-4-1-5-7(2-6(4)16(9,12)13)17(14,15)11-3-10-5/h1-2,10-11H,3H2,(H2,9,12,13)",JZUFKLXOESDKRF-UHFFFAOYSA-N,,296.9644
"InChI=1S/C13H16ClN3O10S2/c14-4-1-5-7(2-6(4)28(15,23)24)29(25,26)17(3-16-5)12-10(20)8(18)9(19)11(27-12)13(21)22/h1-2,8-12,16,18-20H,3H2,(H,21,22)(H2,15,23,24)",QEGXHHBRGDDEGG-UHFFFAOYSA-N,C1NC2=CC(=C(C=C2S(=O)(=O)N1C3OC(C(O)C(O)C3O)C(O)=O)S(=O)(=O)N)Cl,,,C13H16ClN3O10S2,472.99656339200004,-2.0203000000000007,2,1,1,BTM00002,BTM00002,N-Glucuronidation of sulfonamide,BTMR0170,EC 2.4.1.17,HUMAN,,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,"InChI=1S/C7H8ClN3O4S2/c8-4-1-5-7(2-6(4)16(9,12)13)17(14,15)11-3-10-5/h1-2,10-11H,3H2,(H2,9,12,13)",JZUFKLXOESDKRF-UHFFFAOYSA-N,,296.9644
"InChI=1S/C7H8ClN3O5S2/c8-5-3(17(9,13)14)1-4-6(7(5)12)10-2-11-18(4,15)16/h1,10-12H,2H2,(H2,9,13,14)",KHTDSKGJCQFBSO-UHFFFAOYSA-N,C1NC2=C(C(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl)O,,,C7H8ClN3O5S2,312.959390036,-0.5470999999999999,0,1,1,BTM00003,BTM00003,Hydroxylation of aromatic carbon ortho to halide group,BTMR1040,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,"InChI=1S/C7H8ClN3O4S2/c8-4-1-5-7(2-6(4)16(9,12)13)17(14,15)11-3-10-5/h1-2,10-11H,3H2,(H2,9,12,13)",JZUFKLXOESDKRF-UHFFFAOYSA-N,,296.9644
"InChI=1S/C7H8ClN3O5S2/c8-4-1-5(9)7(18(15,16)11-3-12)2-6(4)17(10,13)14/h1-3H,9H2,(H,11,12)(H2,10,13,14)",ZQGOQDHPVQYYPI-UHFFFAOYSA-N,C(NS(C1=CC(=C(C=C1N)Cl)S(=O)(=O)N)(=O)=O)=O,,,C7H8ClN3O5S2,312.959390036,-0.9305999999999999,0,1,1,BTM00004,BTM00004,N-Dealkylation of secondary arylalkylamine,BTMR1141,"CYP1A2
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,"InChI=1S/C7H8ClN3O4S2/c8-4-1-5-7(2-6(4)16(9,12)13)17(14,15)11-3-10-5/h1-2,10-11H,3H2,(H2,9,12,13)",JZUFKLXOESDKRF-UHFFFAOYSA-N,,296.9644
"InChI=1S/C7H8ClN3O5S2/c8-3-1-4-7(18(15,16)11-2-10-4)5(12)6(3)17(9,13)14/h1,10-12H,2H2,(H2,9,13,14)",DWVSYFYNWRMAOH-UHFFFAOYSA-N,C1NC2=CC(=C(C(=C2S(=O)(=O)N1)O)S(=O)(=O)N)Cl,,,C7H8ClN3O5S2,312.959390036,-0.5470999999999999,0,1,1,BTM00005,BTM00005,Hydroxylation of aromatic carbon meta to halide group,BTMR1039,"CYP2A6
CYP2B6
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,"InChI=1S/C7H8ClN3O4S2/c8-4-1-5-7(2-6(4)16(9,12)13)17(14,15)11-3-10-5/h1-2,10-11H,3H2,(H2,9,12,13)",JZUFKLXOESDKRF-UHFFFAOYSA-N,,296.9644
"InChI=1S/C13H16ClN3O11S2/c14-5-3(29(15,23)24)1-4-6(16-2-17-30(4,25)26)10(5)27-13-9(20)7(18)8(19)11(28-13)12(21)22/h1,7-9,11,13,16-20H,2H2,(H,21,22)(H2,15,23,24)",AUQDQBSOCXIXQA-UHFFFAOYSA-N,C1NC2=C(C(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl)OC3OC(C(O)=O)C(C(C3O)O)O,,,C13H16ClN3O11S2,488.991478012,-2.2426,2,1,1,BTM00006,BTM00006,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00003,C1NC2=C(C(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl)O,"InChI=1S/C7H8ClN3O5S2/c8-5-3(17(9,13)14)1-4-6(7(5)12)10-2-11-18(4,15)16/h1,10-12H,2H2,(H2,9,13,14)",KHTDSKGJCQFBSO-UHFFFAOYSA-N,-0.5470999999999999,312.959390036
"InChI=1S/C13H16ClN3O11S2/c14-5-3(1-4-6(7(5)18)15-2-16-29(4,24)25)30(26,27)17-12-10(21)8(19)9(20)11(28-12)13(22)23/h1,8-12,15-21H,2H2,(H,22,23)",JISLTAONZAQRGL-UHFFFAOYSA-N,C1NC2=C(C(=C(C=C2S(=O)(=O)N1)S(=O)(=O)NC3OC(C(O)C(O)C3O)C(O)=O)Cl)O,,,C13H16ClN3O11S2,488.991478012,-2.2877,2,1,1,BTM00007,BTM00007,N-Glucuronidation of sulfonamide,BTMR0170,EC 2.4.1.17,HUMAN,BTM00003,C1NC2=C(C(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl)O,"InChI=1S/C7H8ClN3O5S2/c8-5-3(17(9,13)14)1-4-6(7(5)12)10-2-11-18(4,15)16/h1,10-12H,2H2,(H2,9,13,14)",KHTDSKGJCQFBSO-UHFFFAOYSA-N,-0.5470999999999999,312.959390036
"InChI=1S/C13H16ClN3O11S2/c14-5-3(29(15,24)25)1-4-6(7(5)18)16-2-17(30(4,26)27)12-10(21)8(19)9(20)11(28-12)13(22)23/h1,8-12,16,18-21H,2H2,(H,22,23)(H2,15,24,25)",QLUUPDVXYJOTJC-UHFFFAOYSA-N,C1NC2=C(C(=C(C=C2S(=O)(=O)N1C3OC(C(O)C(O)C3O)C(O)=O)S(=O)(=O)N)Cl)O,,,C13H16ClN3O11S2,488.991478012,-2.2877,2,1,1,BTM00008,BTM00008,N-Glucuronidation of sulfonamide,BTMR0170,EC 2.4.1.17,HUMAN,BTM00003,C1NC2=C(C(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl)O,"InChI=1S/C7H8ClN3O5S2/c8-5-3(17(9,13)14)1-4-6(7(5)12)10-2-11-18(4,15)16/h1,10-12H,2H2,(H2,9,13,14)",KHTDSKGJCQFBSO-UHFFFAOYSA-N,-0.5470999999999999,312.959390036
"InChI=1S/C7H8ClN3O8S3/c8-5-3(20(9,12)13)1-4-6(7(5)19-22(16,17)18)10-2-11-21(4,14)15/h1,10-11H,2H2,(H2,9,12,13)(H,16,17,18)",VGQRMZMSFKKZEG-UHFFFAOYSA-N,C1NC2=C(C(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl)OS(O)(=O)=O,,,C7H8ClN3O8S3,392.91620489599995,-1.2838999999999998,0,1,1,BTM00009,BTM00009,Sulfonation of phenolic compound,BTMR1376,EC 2.8.2.1,HUMAN,BTM00003,C1NC2=C(C(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl)O,"InChI=1S/C7H8ClN3O5S2/c8-5-3(17(9,13)14)1-4-6(7(5)12)10-2-11-18(4,15)16/h1,10-12H,2H2,(H2,9,13,14)",KHTDSKGJCQFBSO-UHFFFAOYSA-N,-0.5470999999999999,312.959390036
"InChI=1S/C8H10ClN3O5S2/c1-17-8-6(9)4(18(10,13)14)2-5-7(8)11-3-12-19(5,15)16/h2,11-12H,3H2,1H3,(H2,10,13,14)",NVUIWZTXCXTLBX-UHFFFAOYSA-N,C1NC2=C(C(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl)OC,,,C8H10ClN3O5S2,326.9750401,-0.29610000000000036,0,1,1,BTM00010,BTM00010,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00003,C1NC2=C(C(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl)O,"InChI=1S/C7H8ClN3O5S2/c8-5-3(17(9,13)14)1-4-6(7(5)12)10-2-11-18(4,15)16/h1,10-12H,2H2,(H2,9,13,14)",KHTDSKGJCQFBSO-UHFFFAOYSA-N,-0.5470999999999999,312.959390036
