InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C13H24N4O4S/c1-13(2,3)15-8-10(19)9-21-12-11(16-22-17-12)14-4-6-20-7-5-18/h5,10,15,19H,4,6-9H2,1-3H3,(H,14,16)",QQZHXYCFNRAOIJ-UHFFFAOYSA-N,CC(C)(C)NCC(COC1=NSN=C1NCCOCC=O)O,,,C13H24N4O4S,332.151826248,0.6724999999999991,0,1,1,BTM00003,BTM00003,N-Dealkylation of mixed tertiary amine,BTMR1145,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,"InChI=1S/C13H24N4O3S/c1-13(2,3)14-8-10(18)9-20-12-11(15-21-16-12)17-4-6-19-7-5-17/h10,14,18H,4-9H2,1-3H3",BLJRIMJGRPQVNF-UHFFFAOYSA-N,,316.1569
"InChI=1S/C13H22N4O3S/c1-13(2,3)14-8-10(18)9-20-12-11(15-21-16-12)17-4-6-19-7-5-17/h14H,4-9H2,1-3H3",RRDOTMYMDFQMSL-UHFFFAOYSA-N,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)=O,,,C13H22N4O3S,314.141261564,1.3745999999999983,0,0,0,BTM00004,BTM00004,Oxidation of secondary alcohol to ketone,BTMR0079,"CYP1A2
CYP2C9
CYP2C19",HUMAN,,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,"InChI=1S/C13H24N4O3S/c1-13(2,3)14-8-10(18)9-20-12-11(15-21-16-12)17-4-6-19-7-5-17/h10,14,18H,4-9H2,1-3H3",BLJRIMJGRPQVNF-UHFFFAOYSA-N,,316.1569
"InChI=1S/C7H15NO2/c1-7(2,3)8-4-6(10)5-9/h5-6,8,10H,4H2,1-3H3",RPQNKDGUKCAHLZ-UHFFFAOYSA-N,CC(C)(C)NCC(C=O)O,,,C7H15NO2,145.11027872,-0.07830000000000087,0,0,0,BTM00005,BTM00005,O-Dealkylation,BTMR0052,"CYP1A2
CYP2A6
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,"InChI=1S/C13H24N4O3S/c1-13(2,3)14-8-10(18)9-20-12-11(15-21-16-12)17-4-6-19-7-5-17/h10,14,18H,4-9H2,1-3H3",BLJRIMJGRPQVNF-UHFFFAOYSA-N,,316.1569
"InChI=1S/C6H9N3O2S/c10-6-5(7-12-8-6)9-1-3-11-4-2-9/h1-4H2,(H,8,10)",DWUZILHYAJBUBR-UHFFFAOYSA-N,OC1=NSN=C1N2CCOCC2,,,C6H9N3O2S,187.041547528,0.8533000000000001,0,0,0,BTM00006,BTM00006,O-Dealkylation,BTMR0052,"CYP1A2
CYP2A6
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,"InChI=1S/C13H24N4O3S/c1-13(2,3)14-8-10(18)9-20-12-11(15-21-16-12)17-4-6-19-7-5-17/h10,14,18H,4-9H2,1-3H3",BLJRIMJGRPQVNF-UHFFFAOYSA-N,,316.1569
"InChI=1S/C13H24N4O4S/c1-13(2,3)14-6-9(18)7-21-12-11(15-22-16-12)17-4-5-20-8-10(17)19/h9-10,14,18-19H,4-8H2,1-3H3",NTEXMXDSXLPVFU-UHFFFAOYSA-N,CC(C)(C)NCC(COC1=NSN=C1N2C(COCC2)O)O,,,C13H24N4O4S,332.151826248,0.7879999999999985,0,1,1,BTM00007,BTM00007,Hydroxylation of heteroalicyclic secondary carbon,BTMR1070,"CYP1A2
CYP2A6
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,"InChI=1S/C13H24N4O3S/c1-13(2,3)14-8-10(18)9-20-12-11(15-21-16-12)17-4-6-19-7-5-17/h10,14,18H,4-9H2,1-3H3",BLJRIMJGRPQVNF-UHFFFAOYSA-N,,316.1569
"InChI=1S/C13H24N4O4S/c1-13(2,3)14-6-9(18)7-21-12-11(15-22-16-12)17-4-5-20-8-10(17)19/h9-10,14,18-19H,4-8H2,1-3H3",NTEXMXDSXLPVFU-UHFFFAOYSA-N,CC(C)(C)NCC(COC1=NSN=C1N2C(COCC2)O)O,,,C13H24N4O4S,332.151826248,0.7879999999999985,0,1,1,BTM00007,BTM00007,Hydroxylation of heteroalicyclic secondary carbon,BTMR1071,CYP1A2,HUMAN,,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,"InChI=1S/C13H24N4O3S/c1-13(2,3)14-8-10(18)9-20-12-11(15-21-16-12)17-4-6-19-7-5-17/h10,14,18H,4-9H2,1-3H3",BLJRIMJGRPQVNF-UHFFFAOYSA-N,,316.1569
"InChI=1S/C13H24N4O4S/c1-13(2,3)14-6-9(18)8-21-12-11(15-22-16-12)17-4-5-20-10(19)7-17/h9-10,14,18-19H,4-8H2,1-3H3",YAQBXZZIPUGCRU-UHFFFAOYSA-N,CC(C)(C)NCC(COC1=NSN=C1N2CC(OCC2)O)O,,,C13H24N4O4S,332.151826248,0.7879999999999985,0,1,1,BTM00008,BTM00008,Hydroxylation of heteroalicyclic secondary carbon,BTMR1071,CYP1A2,HUMAN,,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,"InChI=1S/C13H24N4O3S/c1-13(2,3)14-8-10(18)9-20-12-11(15-21-16-12)17-4-6-19-7-5-17/h10,14,18H,4-9H2,1-3H3",BLJRIMJGRPQVNF-UHFFFAOYSA-N,,316.1569
"InChI=1S/C13H24N4O4S/c1-13(2,9-18)14-7-10(19)8-21-12-11(15-22-16-12)17-3-5-20-6-4-17/h10,14,18-19H,3-9H2,1-2H3",HYWLHKPDWVHAKZ-UHFFFAOYSA-N,C(C(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O)O,,,C13H24N4O4S,332.15182624799996,0.23949999999999927,0,1,1,BTM00009,BTM00009,Hydroxylation of terminal methyl,BTMR1061,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,"InChI=1S/C13H24N4O3S/c1-13(2,3)14-8-10(18)9-20-12-11(15-21-16-12)17-4-6-19-7-5-17/h10,14,18H,4-9H2,1-3H3",BLJRIMJGRPQVNF-UHFFFAOYSA-N,,316.1569
"InChI=1S/C4H11N/c1-4(2,3)5/h5H2,1-3H3",YBRBMKDOPFTVDT-UHFFFAOYSA-N,CC(C)(C)N,,,C4H11N,73.08914935199999,0.28369999999999873,0,0,0,BTM00010,BTM00010,N-Dealkylation of acyclic secondary amine,BTMR1140,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,"InChI=1S/C13H24N4O3S/c1-13(2,3)14-8-10(18)9-20-12-11(15-21-16-12)17-4-6-19-7-5-17/h10,14,18H,4-9H2,1-3H3",BLJRIMJGRPQVNF-UHFFFAOYSA-N,,316.1569
"InChI=1S/C9H13N3O4S/c13-5-7(14)6-16-9-8(10-17-11-9)12-1-3-15-4-2-12/h5,7,14H,1-4,6H2",GCNBCYQJLZQAJS-UHFFFAOYSA-N,C(C(COC1=NSN=C1N2CCOCC2)O)=O,,,C9H13N3O4S,259.062676896,0.3105000000000002,0,0,0,BTM00011,BTM00011,N-Dealkylation of acyclic secondary amine,BTMR1140,"CYP1A2
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,CC(C)(C)NCC(COC1=NSN=C1N2CCOCC2)O,"InChI=1S/C13H24N4O3S/c1-13(2,3)14-8-10(18)9-20-12-11(15-21-16-12)17-4-6-19-7-5-17/h10,14,18H,4-9H2,1-3H3",BLJRIMJGRPQVNF-UHFFFAOYSA-N,,316.1569
