InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C22H30N6O5S/c1-5-16(29)18-19-20(27(4)25-18)22(30)24-21(23-19)15-13-14(7-8-17(15)33-6-2)34(31,32)28-11-9-26(3)10-12-28/h7-8,13,16,29H,5-6,9-12H2,1-4H3,(H,23,24,30)",YJMQVANWDHSSBK-UHFFFAOYSA-N,CCC(C1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C)O,,,C22H30N6O5S,490.19983906,2.1334000000000013,0,0,0,BTM00002,BTM00002,Hydroxylation of antepenultimate aliphatic secondary carbon,BTMR1072,"CYP1A2
CYP2E1",HUMAN,,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,"InChI=1S/C22H30N6O4S/c1-5-7-17-19-20(27(4)25-17)22(29)24-21(23-19)16-14-15(8-9-18(16)32-6-2)33(30,31)28-12-10-26(3)11-13-28/h8-9,14H,5-7,10-13H2,1-4H3,(H,23,24,29)",BNRNXUUZRGQAQC-UHFFFAOYSA-N,,474.2049
"InChI=1S/C20H26N6O4S/c1-4-5-15-17-18(25(3)23-15)20(28)22-19(21-17)14-12-13(6-7-16(14)27)31(29,30)26-10-8-24(2)9-11-26/h6-7,12,27H,4-5,8-11H2,1-3H3,(H,21,22,28)",LTNJUPYNXDNXBO-UHFFFAOYSA-N,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)O)C,,,C20H26N6O4S,446.173624312,2.214100000000004,0,0,0,BTM00003,BTM00003,O-Dealkylation,BTMR0052,"CYP1A2
CYP2A6
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,"InChI=1S/C22H30N6O4S/c1-5-7-17-19-20(27(4)25-17)22(29)24-21(23-19)16-14-15(8-9-18(16)32-6-2)33(30,31)28-12-10-26(3)11-13-28/h8-9,14H,5-7,10-13H2,1-4H3,(H,23,24,29)",BNRNXUUZRGQAQC-UHFFFAOYSA-N,,474.2049
"InChI=1S/C2H4O/c1-2-3/h2H,1H3",IKHGUXGNUITLKF-UHFFFAOYSA-N,C(C)=O,,,C2H4O,44.026214748,-0.1825,0,0,0,BTM00004,BTM00004,O-Dealkylation,BTMR0052,"CYP1A2
CYP2A6
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,"InChI=1S/C22H30N6O4S/c1-5-7-17-19-20(27(4)25-17)22(29)24-21(23-19)16-14-15(8-9-18(16)32-6-2)33(30,31)28-12-10-26(3)11-13-28/h8-9,14H,5-7,10-13H2,1-4H3,(H,23,24,29)",BNRNXUUZRGQAQC-UHFFFAOYSA-N,,474.2049
"InChI=1S/C22H30N6O5S/c1-5-7-17-19-20(26(3)25-17)22(29)24-21(23-19)16-14-15(8-9-18(16)33-6-2)34(31,32)27-10-12-28(4,30)13-11-27/h8-9,14H,5-7,10-13H2,1-4H3,(H,23,24,29)",JQGFLCMKCZPSEC-UHFFFAOYSA-N,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CC[N+](CC4)(C)[O-])OCC)C,,,C22H30N6O5S,490.19983906000004,2.4088000000000016,0,0,0,BTM00005,BTM00005,N-Oxidation of alicyclic tertiary amine,BTMR1099,"CYP1A2
CYP2C8
CYP2C19
CYP2D6
CYP3A4",HUMAN,,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,"InChI=1S/C22H30N6O4S/c1-5-7-17-19-20(27(4)25-17)22(29)24-21(23-19)16-14-15(8-9-18(16)32-6-2)33(30,31)28-12-10-26(3)11-13-28/h8-9,14H,5-7,10-13H2,1-4H3,(H,23,24,29)",BNRNXUUZRGQAQC-UHFFFAOYSA-N,,474.2049
"InChI=1S/C21H28N6O4S/c1-4-6-16-18-19(26(3)25-16)21(28)24-20(23-18)15-13-14(7-8-17(15)31-5-2)32(29,30)27-11-9-22-10-12-27/h7-8,13,22H,4-6,9-12H2,1-3H3,(H,23,24,28)",UZTKBZXHEOVDRL-UHFFFAOYSA-N,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCNCC4)OCC)C,,,C21H28N6O4S,460.18927437599996,2.2780000000000027,0,0,0,BTM00006,BTM00006,N-Dealkylation of alicyclic tertiary amine,BTMR1144,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,"InChI=1S/C22H30N6O4S/c1-5-7-17-19-20(27(4)25-17)22(29)24-21(23-19)16-14-15(8-9-18(16)32-6-2)33(30,31)28-12-10-26(3)11-13-28/h8-9,14H,5-7,10-13H2,1-4H3,(H,23,24,29)",BNRNXUUZRGQAQC-UHFFFAOYSA-N,,474.2049
"InChI=1S/C22H30N6O5S/c1-5-33-18-7-6-15(34(31,32)28-10-8-26(3)9-11-28)13-16(18)21-23-19-17(12-14(2)29)25-27(4)20(19)22(30)24-21/h6-7,13-14,29H,5,8-12H2,1-4H3,(H,23,24,30)",YMKAMEHSJRDCRN-UHFFFAOYSA-N,CC(CC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C)O,,,C22H30N6O5S,490.19983905999993,1.644500000000002,0,0,0,BTM00007,BTM00007,Hydroxylation of penultimate aliphatic secondary carbon,BTMR1074,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,"InChI=1S/C22H30N6O4S/c1-5-7-17-19-20(27(4)25-17)22(29)24-21(23-19)16-14-15(8-9-18(16)32-6-2)33(30,31)28-12-10-26(3)11-13-28/h8-9,14H,5-7,10-13H2,1-4H3,(H,23,24,29)",BNRNXUUZRGQAQC-UHFFFAOYSA-N,,474.2049
"InChI=1S/C22H30N6O5S/c1-5-7-16-19-20(27(4)25-16)22(30)24-21(23-19)15-12-14(8-9-17(15)33-6-2)34(31,32)28-11-10-26(3)13-18(28)29/h8-9,12,18,29H,5-7,10-11,13H2,1-4H3,(H,23,24,30)",VAZISMADICFVSQ-UHFFFAOYSA-N,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4C(CN(CC4)C)O)OCC)C,,,C22H30N6O5S,490.19983905999993,2.474200000000003,0,0,0,BTM00008,BTM00008,Hydroxylation of heteroalicyclic secondary carbon,BTMR1070,"CYP1A2
CYP2A6
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,"InChI=1S/C22H30N6O4S/c1-5-7-17-19-20(27(4)25-17)22(29)24-21(23-19)16-14-15(8-9-18(16)32-6-2)33(30,31)28-12-10-26(3)11-13-28/h8-9,14H,5-7,10-13H2,1-4H3,(H,23,24,29)",BNRNXUUZRGQAQC-UHFFFAOYSA-N,,474.2049
"InChI=1S/C22H30N6O5S/c1-5-7-16-19-20(27(4)25-16)22(30)24-21(23-19)15-12-14(8-9-17(15)33-6-2)34(31,32)28-11-10-26(3)18(29)13-28/h8-9,12,18,29H,5-7,10-11,13H2,1-4H3,(H,23,24,30)",RLQYKWDOOMUAJD-UHFFFAOYSA-N,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CC(N(CC4)C)O)OCC)C,,,C22H30N6O5S,490.19983905999993,2.474200000000003,0,0,0,BTM00009,BTM00009,Hydroxylation of heteroalicyclic secondary carbon,BTMR1070,"CYP1A2
CYP2A6
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,"InChI=1S/C22H30N6O4S/c1-5-7-17-19-20(27(4)25-17)22(29)24-21(23-19)16-14-15(8-9-18(16)32-6-2)33(30,31)28-12-10-26(3)11-13-28/h8-9,14H,5-7,10-13H2,1-4H3,(H,23,24,29)",BNRNXUUZRGQAQC-UHFFFAOYSA-N,,474.2049
"InChI=1S/C22H30N6O5S/c1-4-33-18-8-7-15(34(31,32)28-11-9-26(2)10-12-28)14-16(18)21-23-19-17(6-5-13-29)25-27(3)20(19)22(30)24-21/h7-8,14,29H,4-6,9-13H2,1-3H3,(H,23,24,30)",OHYLGWROIWPHIA-UHFFFAOYSA-N,C(CCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C)O,,,C22H30N6O5S,490.19983906,1.5882000000000007,0,0,0,BTM00010,BTM00010,Hydroxylation of terminal methyl,BTMR1061,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,"InChI=1S/C22H30N6O4S/c1-5-7-17-19-20(27(4)25-17)22(29)24-21(23-19)16-14-15(8-9-18(16)32-6-2)33(30,31)28-12-10-26(3)11-13-28/h8-9,14H,5-7,10-13H2,1-4H3,(H,23,24,29)",BNRNXUUZRGQAQC-UHFFFAOYSA-N,,474.2049
"InChI=1S/C22H30N6O5S/c1-4-5-17-19-20(27(3)25-17)22(30)24-21(23-19)16-14-15(6-7-18(16)33-13-12-29)34(31,32)28-10-8-26(2)9-11-28/h6-7,14,29H,4-5,8-13H2,1-3H3,(H,23,24,30)",LHEIKUCHOGHQPQ-UHFFFAOYSA-N,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCCO)C,,,C22H30N6O5S,490.19983906,1.9256999999999995,0,0,0,BTM00011,BTM00011,Hydroxylation of terminal methyl,BTMR1061,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,"InChI=1S/C22H30N6O4S/c1-5-7-17-19-20(27(4)25-17)22(29)24-21(23-19)16-14-15(8-9-18(16)32-6-2)33(30,31)28-12-10-26(3)11-13-28/h8-9,14H,5-7,10-13H2,1-4H3,(H,23,24,29)",BNRNXUUZRGQAQC-UHFFFAOYSA-N,,474.2049
