InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3",KFZMGEQAYNKOFK-UHFFFAOYSA-N,CC(C)O,,,C3H8O,60.057514876,0.36830000000000007,0,0,0,BTM00001,BTM00001,Hydrolysis of carboxylic acid ester,BTMR0143,EC 3.1.1.1,HUMAN,,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O,"InChI=1S/C26H35F3O6/c1-17(2)35-25(33)11-6-4-3-5-10-21-22(24(32)15-23(21)31)13-12-19(30)16-34-20-9-7-8-18(14-20)26(27,28)29/h3,5,7-9,12-14,17,19,21-24,30-32H,4,6,10-11,15-16H2,1-2H3",MKPLKVHSHYCHOC-UHFFFAOYSA-N,,500.2385
"InChI=1S/C23H29F3O6/c24-23(25,26)15-6-5-7-17(12-15)32-14-16(27)10-11-19-18(20(28)13-21(19)29)8-3-1-2-4-9-22(30)31/h1,3,5-7,10-12,16,18-21,27-29H,2,4,8-9,13-14H2,(H,30,31)/b3-1+,11-10?",WWSWYXNVCBLWNZ-DUYBXAFUSA-N,OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O,,,C23H29F3O6,458.191623308,3.2917000000000036,0,1,1,BTM00002,BTM00002,Hydrolysis of carboxylic acid ester,BTMR0143,EC 3.1.1.1,HUMAN,,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O,"InChI=1S/C26H35F3O6/c1-17(2)35-25(33)11-6-4-3-5-10-21-22(24(32)15-23(21)31)13-12-19(30)16-34-20-9-7-8-18(14-20)26(27,28)29/h3,5,7-9,12-14,17,19,21-24,30-32H,4,6,10-11,15-16H2,1-2H3",MKPLKVHSHYCHOC-UHFFFAOYSA-N,,500.2385
"InChI=1S/C26H33F3O6/c1-17(2)35-25(33)11-6-4-3-5-10-21-22(24(32)15-23(21)31)13-12-19(30)16-34-20-9-7-8-18(14-20)26(27,28)29/h3,5,7-9,12-14,17,19,21-22,24,30,32H,4,6,10-11,15-16H2,1-2H3/b5-3+,13-12?",OKXNVRDMSRTJEN-NMQCUANNSA-N,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)=O,,,C26H33F3O6,498.222923436,4.345100000000004,0,1,1,BTM00003,BTM00003,Oxidation of secondary alcohol to ketone,BTMR0079,"CYP1A2
CYP2C9
CYP2C19",HUMAN,,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O,"InChI=1S/C26H35F3O6/c1-17(2)35-25(33)11-6-4-3-5-10-21-22(24(32)15-23(21)31)13-12-19(30)16-34-20-9-7-8-18(14-20)26(27,28)29/h3,5,7-9,12-14,17,19,21-24,30-32H,4,6,10-11,15-16H2,1-2H3",MKPLKVHSHYCHOC-UHFFFAOYSA-N,,500.2385
"InChI=1S/C26H33F3O6/c1-17(2)35-25(33)11-6-4-3-5-10-21-22(24(32)15-23(21)31)13-12-19(30)16-34-20-9-7-8-18(14-20)26(27,28)29/h3,5,7-9,12-14,17,19,21-23,30-31H,4,6,10-11,15-16H2,1-2H3/b5-3+,13-12?",HBYZSYVCOKHIEI-NMQCUANNSA-N,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)=O)O,,,C26H33F3O6,498.222923436,4.345100000000004,0,1,1,BTM00004,BTM00004,Oxidation of secondary alcohol to ketone,BTMR0079,"CYP1A2
CYP2C9
CYP2C19",HUMAN,,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O,"InChI=1S/C26H35F3O6/c1-17(2)35-25(33)11-6-4-3-5-10-21-22(24(32)15-23(21)31)13-12-19(30)16-34-20-9-7-8-18(14-20)26(27,28)29/h3,5,7-9,12-14,17,19,21-24,30-32H,4,6,10-11,15-16H2,1-2H3",MKPLKVHSHYCHOC-UHFFFAOYSA-N,,500.2385
"InChI=1S/C26H33F3O6/c1-17(2)35-25(33)11-6-4-3-5-10-21-22(24(32)15-23(21)31)13-12-19(30)16-34-20-9-7-8-18(14-20)26(27,28)29/h3,5,7-9,12-14,17,21-24,31-32H,4,6,10-11,15-16H2,1-2H3/b5-3+,13-12?",KSDDYCRRTVADFZ-NMQCUANNSA-N,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)=O)O)O,,,C26H33F3O6,498.222923436,4.515900000000003,0,1,1,BTM00005,BTM00005,Oxidation of secondary alcohol to ketone,BTMR0079,"CYP1A2
CYP2C9
CYP2C19",HUMAN,,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O,"InChI=1S/C26H35F3O6/c1-17(2)35-25(33)11-6-4-3-5-10-21-22(24(32)15-23(21)31)13-12-19(30)16-34-20-9-7-8-18(14-20)26(27,28)29/h3,5,7-9,12-14,17,19,21-24,30-32H,4,6,10-11,15-16H2,1-2H3",MKPLKVHSHYCHOC-UHFFFAOYSA-N,,500.2385
"InChI=1S/C19H30O6/c1-13(2)25-19(24)8-6-4-3-5-7-15-16(10-9-14(21)12-20)18(23)11-17(15)22/h3,5,9-10,12-18,21-23H,4,6-8,11H2,1-2H3/b5-3+,10-9?",YHKNDFRUWQJHLZ-IDPNHFQFSA-N,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(C=O)O)O)O,,,C19H30O6,354.20423868,1.411400000000002,0,1,1,BTM00006,BTM00006,O-Dealkylation,BTMR0052,"CYP1A2
CYP2A6
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O,"InChI=1S/C26H35F3O6/c1-17(2)35-25(33)11-6-4-3-5-10-21-22(24(32)15-23(21)31)13-12-19(30)16-34-20-9-7-8-18(14-20)26(27,28)29/h3,5,7-9,12-14,17,19,21-24,30-32H,4,6,10-11,15-16H2,1-2H3",MKPLKVHSHYCHOC-UHFFFAOYSA-N,,500.2385
"InChI=1S/C7H5F3O/c8-7(9,10)5-2-1-3-6(11)4-5/h1-4,11H",UGEJOEBBMPOJMT-UHFFFAOYSA-N,OC1=CC=CC(=C1)C(F)(F)F,,,C7H5F3O,162.02924944,2.5048999999999997,0,0,0,BTM00007,BTM00007,O-Dealkylation,BTMR0052,"CYP1A2
CYP2A6
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O,"InChI=1S/C26H35F3O6/c1-17(2)35-25(33)11-6-4-3-5-10-21-22(24(32)15-23(21)31)13-12-19(30)16-34-20-9-7-8-18(14-20)26(27,28)29/h3,5,7-9,12-14,17,19,21-24,30-32H,4,6,10-11,15-16H2,1-2H3",MKPLKVHSHYCHOC-UHFFFAOYSA-N,,500.2385
"InChI=1S/C26H35F3O7/c1-16(2)36-25(34)8-6-4-3-5-7-19-20(24(33)14-23(19)32)11-9-17(30)15-35-18-10-12-22(31)21(13-18)26(27,28)29/h3,5,9-13,16-17,19-20,23-24,30-33H,4,6-8,14-15H2,1-2H3/b5-3+,11-9?",XVNATQAOCSPQRR-IRNIGJAFSA-N,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=C(C(=C2)C(F)(F)F)O)O)O)O,,,C26H35F3O7,516.23348812,4.0016000000000025,1,2,2,BTM00008,BTM00008,Hydroxylation of benzene on carbon ortho to electron donating group,BTMR1045,"CYP1A2
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O,"InChI=1S/C26H35F3O6/c1-17(2)35-25(33)11-6-4-3-5-10-21-22(24(32)15-23(21)31)13-12-19(30)16-34-20-9-7-8-18(14-20)26(27,28)29/h3,5,7-9,12-14,17,19,21-24,30-32H,4,6,10-11,15-16H2,1-2H3",MKPLKVHSHYCHOC-UHFFFAOYSA-N,,500.2385
"InChI=1S/C26H35F3O7/c1-16(2)36-24(33)11-6-4-3-5-8-18-19(22(32)14-21(18)31)13-12-17(30)15-35-23-10-7-9-20(25(23)34)26(27,28)29/h3,5,7,9-10,12-13,16-19,21-22,30-32,34H,4,6,8,11,14-15H2,1-2H3/b5-3+,13-12?",DZHSXLCDRYEOET-NMQCUANNSA-N,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2O)C(F)(F)F)O)O)O,,,C26H35F3O7,516.23348812,4.0016000000000025,1,2,2,BTM00009,BTM00009,Hydroxylation of benzene on carbon ortho to electron donating group,BTMR1045,"CYP1A2
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O,"InChI=1S/C26H35F3O6/c1-17(2)35-25(33)11-6-4-3-5-10-21-22(24(32)15-23(21)31)13-12-19(30)16-34-20-9-7-8-18(14-20)26(27,28)29/h3,5,7-9,12-14,17,19,21-24,30-32H,4,6,10-11,15-16H2,1-2H3",MKPLKVHSHYCHOC-UHFFFAOYSA-N,,500.2385
"InChI=1S/C26H35F3O7/c1-15(2)35-22(33)11-6-4-3-5-10-18-19(30)13-20(31)23(18)25-24(36-25)21(32)14-34-17-9-7-8-16(12-17)26(27,28)29/h3,5,7-9,12,15,18-21,23-25,30-32H,4,6,10-11,13-14H2,1-2H3/b5-3+",BGPCWSPTSAFVAF-HWKANZROSA-N,CC(C)OC(=O)CCCC=CCC1C(CC(C1C2C(C(COC3=CC=CC(=C3)C(F)(F)F)O)O2)O)O,,,C26H35F3O7,516.23348812,3.4169000000000005,1,2,2,BTM00010,BTM00010,Epoxidation of alkene,BTMR0109,"CYP1A2
CYP2B6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,CC(C)OC(=O)CCCC=CCC1C(CC(C1C=CC(COC2=CC=CC(=C2)C(F)(F)F)O)O)O,"InChI=1S/C26H35F3O6/c1-17(2)35-25(33)11-6-4-3-5-10-21-22(24(32)15-23(21)31)13-12-19(30)16-34-20-9-7-8-18(14-20)26(27,28)29/h3,5,7-9,12-14,17,19,21-24,30-32H,4,6,10-11,15-16H2,1-2H3",MKPLKVHSHYCHOC-UHFFFAOYSA-N,,500.2385
