InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C18H20N8O8S3/c1-25(23-12(28)16(32)33)18(20)37-4-6-3-35-14-9(13(29)26(14)10(6)15(30)31)22-11(27)8(24-34-2)7-5-36-17(19)21-7/h5,9,14,20H,3-4H2,1-2H3,(H2,19,21)(H,22,27)(H,23,28)(H,30,31)(H,32,33)/p-2",DAJHAEWVNJHSMA-UHFFFAOYSA-L,CN(C(=N)SCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)[O-])N=C(C(=O)O)[O-],,,[C18H18N8O8S3]2-,570.040972536,-1.7924000000000018,2,1,1,BTM00001,BTM00001,Hydrolysis of cyclic secondary carboxamide,BTMR0093,EC 3.5.2.X,HUMAN,,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-],"InChI=1S/C18H18N8O7S3/c1-25-18(22-12(28)13(29)23-25)36-4-6-3-34-15-9(14(30)26(15)10(6)16(31)32)21-11(27)8(24-33-2)7-5-35-17(19)20-7/h5,9,15H,3-4H2,1-2H3,(H2,19,20)(H,21,27)(H,23,29)(H,31,32)/p-2",VAAUVRVFOQPIGI-UHFFFAOYSA-L,,552.0304
"InChI=1S/C18H20N8O8S3/c1-26-18(23-12(28)13(29)24-26)37-4-6-3-35-14(22-8(6)15(30)31)10(16(32)33)21-11(27)9(25-34-2)7-5-36-17(19)20-7/h5,10,14,22H,3-4H2,1-2H3,(H2,19,20)(H,21,27)(H,24,29)(H,30,31)(H,32,33)/p-2",DQDUICUGMZVNPK-UHFFFAOYSA-L,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(NC(C(C(=O)O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC2)C(=O)[O-],,,[C18H18N8O8S3]2-,570.040972536,-1.3831000000000018,2,1,1,BTM00002,BTM00002,Hydrolysis of cyclic tertiary carboxamide,BTMR0094,EC 3.5.2.X,HUMAN,,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-],"InChI=1S/C18H18N8O7S3/c1-25-18(22-12(28)13(29)23-25)36-4-6-3-34-15-9(14(30)26(15)10(6)16(31)32)21-11(27)8(24-33-2)7-5-35-17(19)20-7/h5,9,15H,3-4H2,1-2H3,(H2,19,20)(H,21,27)(H,23,29)(H,31,32)/p-2",VAAUVRVFOQPIGI-UHFFFAOYSA-L,,552.0304
"InChI=1S/C19H20N8O7S3/c1-26-19(23-13(29)14(30)24-26)37(3)6-7-4-35-16-10(15(31)27(16)11(7)17(32)33)22-12(28)9(25-34-2)8-5-36-18(20)21-8/h5,10,16H,4,6H2,1-3H3,(H4-,20,21,22,24,28,30,32,33)/p-1",PWVCZMCJAQOOGB-UHFFFAOYSA-M,CN1C(=NC(=O)C(=N1)[O-])[S+](CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-])C,,,[C19H19N8O7S3]-,567.0538829479999,-1.8459999999999988,2,0,0,BTM00003,BTM00003,Thioether S-methylation,BTMR0214,EC 2.1.1.96,HUMAN,,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-],"InChI=1S/C18H18N8O7S3/c1-25-18(22-12(28)13(29)23-25)36-4-6-3-34-15-9(14(30)26(15)10(6)16(31)32)21-11(27)8(24-33-2)7-5-35-17(19)20-7/h5,9,15H,3-4H2,1-2H3,(H2,19,20)(H,21,27)(H,23,29)(H,31,32)/p-2",VAAUVRVFOQPIGI-UHFFFAOYSA-L,,552.0304
"InChI=1S/C24H26N8O13S3/c1-31-24(27-16(37)17(38)29-31)48-4-6-3-46-20-9(19(39)32(20)10(6)21(40)41)26-15(36)8(30-44-2)7-5-47-23(25-7)28-18-13(35)11(33)12(34)14(45-18)22(42)43/h5,9,11-14,18,20,33-35H,3-4H2,1-2H3,(H,25,28)(H,26,36)(H,29,38)(H,40,41)(H,42,43)/p-2",IYMXCJGPAXRRRN-UHFFFAOYSA-L,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)NC5OC(C(O)C(O)C5O)C(O)=O)SC2)C(=O)[O-],,,[C24H24N8O13S3]2-,728.062495828,-2.748899999999998,3,1,1,BTM00004,BTM00004,Glucuronidation of primary aromatic amine,BTMR0171,EC 2.4.1.17,HUMAN,,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-],"InChI=1S/C18H18N8O7S3/c1-25-18(22-12(28)13(29)23-25)36-4-6-3-34-15-9(14(30)26(15)10(6)16(31)32)21-11(27)8(24-33-2)7-5-35-17(19)20-7/h5,9,15H,3-4H2,1-2H3,(H2,19,20)(H,21,27)(H,23,29)(H,31,32)/p-2",VAAUVRVFOQPIGI-UHFFFAOYSA-L,,552.0304
"InChI=1S/C18H18N8O8S3/c1-25-18(22-12(28)13(29)23-25)36-3-6-5-37(33)15-9(14(30)26(15)10(6)16(31)32)21-11(27)8(24-34-2)7-4-35-17(19)20-7/h4,9,15H,3,5H2,1-2H3,(H2,19,20)(H,21,27)(H,23,29)(H,31,32)/p-2",RJHQAYDAXMUGJK-UHFFFAOYSA-L,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)S(C2)=O)C(=O)[O-],,,[C18H16N8O8S3]2-,568.025322472,-2.469500000000002,2,0,0,BTM00005,BTM00005,S-Oxidation of dialkylthioether to sulfoxide,BTMR0057,"CYP1A2
CYP2A6
CYP2B6
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-],"InChI=1S/C18H18N8O7S3/c1-25-18(22-12(28)13(29)23-25)36-4-6-3-34-15-9(14(30)26(15)10(6)16(31)32)21-11(27)8(24-33-2)7-5-35-17(19)20-7/h5,9,15H,3-4H2,1-2H3,(H2,19,20)(H,21,27)(H,23,29)(H,31,32)/p-2",VAAUVRVFOQPIGI-UHFFFAOYSA-L,,552.0304
"InChI=1S/C18H18N8O8S3/c1-25-18(22-11(28)12(29)23-25)36-3-5-9(15(31)32)26-13(30)8(14(26)37-16(5)33)21-10(27)7(24-34-2)6-4-35-17(19)20-6/h4,8,14,16,33H,3H2,1-2H3,(H2,19,20)(H,21,27)(H,23,29)(H,31,32)/p-2",ZUQQOIIONCGLEU-UHFFFAOYSA-L,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2O)C(=O)[O-],,,[C18H16N8O8S3]2-,568.025322472,-1.6974000000000016,2,1,1,BTM00006,BTM00006,Hydroxylation of heteroalicyclic secondary carbon,BTMR1070,"CYP1A2
CYP2A6
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-],"InChI=1S/C18H18N8O7S3/c1-25-18(22-12(28)13(29)23-25)36-4-6-3-34-15-9(14(30)26(15)10(6)16(31)32)21-11(27)8(24-33-2)7-5-35-17(19)20-7/h5,9,15H,3-4H2,1-2H3,(H2,19,20)(H,21,27)(H,23,29)(H,31,32)/p-2",VAAUVRVFOQPIGI-UHFFFAOYSA-L,,552.0304
"InChI=1S/C18H18N8O8S3/c1-25-18(21-12(28)13(29)22-25)37-4-6-3-35-15-9(14(30)26(15)10(6)16(31)32)20-11(27)8(24-34-2)7-5-36-17(19-7)23-33/h5,9,15,33H,3-4H2,1-2H3,(H,19,23)(H,20,27)(H,22,29)(H,31,32)/p-2",MYZCDINBZAYWDG-UHFFFAOYSA-L,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)NO)SC2)C(=O)[O-],,,[C18H16N8O8S3]2-,568.025322472,-1.3650000000000018,2,1,1,BTM00007,BTM00007,N-Hydroxylation of primary arylamine,BTMR0042,"CYP1A2
CYP2A6
CYP2B6
CYP2C9
CYP2C19
CYP2E1
CYP3A4",HUMAN,,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-],"InChI=1S/C18H18N8O7S3/c1-25-18(22-12(28)13(29)23-25)36-4-6-3-34-15-9(14(30)26(15)10(6)16(31)32)21-11(27)8(24-33-2)7-5-35-17(19)20-7/h5,9,15H,3-4H2,1-2H3,(H2,19,20)(H,21,27)(H,23,29)(H,31,32)/p-2",VAAUVRVFOQPIGI-UHFFFAOYSA-L,,552.0304
"InChI=1S/C18H18N8O8S3/c1-25-18(22-12(28)13(29)23-25)37-4-6-3-35-15-9(14(30)26(15,33)10(6)16(31)32)21-11(27)8(24-34-2)7-5-36-17(19)20-7/h5,9,15H,3-4H2,1-2H3,(H2,19,20)(H,21,27)(H,23,29)(H,31,32)/p-2",KIJKRPYNYOBEKE-UHFFFAOYSA-L,CN1C(=NC(=O)C(=N1)[O-])SCC2=C([N+]3(C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)[O-])C(=O)[O-],,,[C18H16N8O8S3]2-,568.025322472,-1.2383000000000013,2,0,0,BTM00008,BTM00008,Oxidation of nitrogen in strained ring system,BTMR1116,"CYP2C9
CYP2E1
CYP3A4",HUMAN,,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-],"InChI=1S/C18H18N8O7S3/c1-25-18(22-12(28)13(29)23-25)36-4-6-3-34-15-9(14(30)26(15)10(6)16(31)32)21-11(27)8(24-33-2)7-5-35-17(19)20-7/h5,9,15H,3-4H2,1-2H3,(H2,19,20)(H,21,27)(H,23,29)(H,31,32)/p-2",VAAUVRVFOQPIGI-UHFFFAOYSA-L,,552.0304
"InChI=1S/C18H20N8O7S3/c1-25-18(22-12(28)13(29)23-25)36-4-6-3-34-15-9(14(30)26(15)10(6)16(31)32)21-11(27)8(24-33-2)7-5-35-17(19)20-7/h5-6,9-10,15H,3-4H2,1-2H3,(H2,19,20)(H,21,27)(H,23,29)(H,31,32)/p-1",YMSRBIRJLFWYJL-UHFFFAOYSA-M,CN1C(=NC(=O)C(=N1)[O-])SCC2C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O,,,[C18H19N8O7S3]-,555.0538829479999,-0.5900000000000005,2,1,1,BTM00009,BTM00009,"Reduction of alpha,beta-unsaturated carbon-carbon double bond adjacent to electron withdrawing group",BTMR1209,EC 1.6.99.1,GUTMICRO,,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-],"InChI=1S/C18H18N8O7S3/c1-25-18(22-12(28)13(29)23-25)36-4-6-3-34-15-9(14(30)26(15)10(6)16(31)32)21-11(27)8(24-33-2)7-5-35-17(19)20-7/h5,9,15H,3-4H2,1-2H3,(H2,19,20)(H,21,27)(H,23,29)(H,31,32)/p-2",VAAUVRVFOQPIGI-UHFFFAOYSA-L,,552.0304
"InChI=1S/C18H22N8O9S3/c1-26(24-12(28)16(33)34)18(20)38-4-6-3-36-13(23-8(6)14(29)30)10(15(31)32)22-11(27)9(25-35-2)7-5-37-17(19)21-7/h5,10,13,20,23H,3-4H2,1-2H3,(H2,19,21)(H,22,27)(H,24,28)(H,29,30)(H,31,32)(H,33,34)/p-2",XTHSAQLLCPABJB-UHFFFAOYSA-L,CN(C(=N)SCC1=C(NC(C(C(=O)O)NC(=O)C(=NOC)C2=CSC(=N2)N)SC1)C(=O)[O-])N=C(C(=O)O)[O-],,,[C18H20N8O9S3]2-,588.05153722,-1.8178000000000016,3,2,2,BTM00010,BTM00010,Hydrolysis of cyclic tertiary carboxamide,BTMR0094,EC 3.5.2.X,HUMAN,BTM00001,CN(C(=N)SCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)[O-])N=C(C(=O)O)[O-],"InChI=1S/C18H20N8O8S3/c1-25(23-12(28)16(32)33)18(20)37-4-6-3-35-14-9(13(29)26(14)10(6)15(30)31)22-11(27)8(24-34-2)7-5-36-17(19)21-7/h5,9,14,20H,3-4H2,1-2H3,(H2,19,21)(H,22,27)(H,23,28)(H,30,31)(H,32,33)/p-2",DAJHAEWVNJHSMA-UHFFFAOYSA-L,-1.7924000000000018,570.040972536
