InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C25H34I3N3O15/c1-8(35)31(4-10(37)6-33)17-15(27)12(22(41)29-2-9(36)5-32)14(26)13(16(17)28)23(42)30-3-11(7-34)45-25-20(40)18(38)19(39)21(46-25)24(43)44/h9-11,18-21,25,32-34,36-40H,2-7H2,1H3,(H,29,41)(H,30,42)(H,43,44)",GALOEBGYOFOEOS-UHFFFAOYSA-N,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)OC2OC(C(O)=O)C(C(C2O)O)O)I,,,C25H34I3N3O15,996.9124113880001,-3.3811999999999998,3,2,2,BTM00001,BTM00001,Alkyl-OH-glucuronidation,BTMR0165,EC 2.4.1.17,HUMAN,,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,"InChI=1S/C19H26I3N3O9/c1-8(29)25(4-11(32)7-28)17-15(21)12(18(33)23-2-9(30)5-26)14(20)13(16(17)22)19(34)24-3-10(31)6-27/h9-11,26-28,30-32H,2-7H2,1H3,(H,23,33)(H,24,34)",NTHXOOBQLCIOLC-UHFFFAOYSA-N,,820.8803
"InChI=1S/C25H34I3N3O15/c1-8(34)31(4-11(37)6-33)17-15(27)12(22(41)29-2-9(35)5-32)14(26)13(16(17)28)23(42)30-3-10(36)7-45-25-20(40)18(38)19(39)21(46-25)24(43)44/h9-11,18-21,25,32-33,35-40H,2-7H2,1H3,(H,29,41)(H,30,42)(H,43,44)",KXJCTDNPDRBBNT-UHFFFAOYSA-N,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(COC2OC(C(O)=O)C(C(C2O)O)O)O)I,,,C25H34I3N3O15,996.9124113879999,-3.3811999999999998,3,2,2,BTM00002,BTM00002,Alkyl-OH-glucuronidation,BTMR0165,EC 2.4.1.17,HUMAN,,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,"InChI=1S/C19H26I3N3O9/c1-8(29)25(4-11(32)7-28)17-15(21)12(18(33)23-2-9(30)5-26)14(20)13(16(17)22)19(34)24-3-10(31)6-27/h9-11,26-28,30-32H,2-7H2,1H3,(H,23,33)(H,24,34)",NTHXOOBQLCIOLC-UHFFFAOYSA-N,,820.8803
"InChI=1S/C25H34I3N3O15/c1-8(35)31(4-11(7-34)45-25-20(40)18(38)19(39)21(46-25)24(43)44)17-15(27)12(22(41)29-2-9(36)5-32)14(26)13(16(17)28)23(42)30-3-10(37)6-33/h9-11,18-21,25,32-34,36-40H,2-7H2,1H3,(H,29,41)(H,30,42)(H,43,44)",MIEPYZNMFXMBPQ-UHFFFAOYSA-N,CC(=O)N(CC(CO)OC1OC(C(O)=O)C(C(C1O)O)O)C2=C(C(=C(C(=C2I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,,,C25H34I3N3O15,996.912411388,-3.3811999999999998,3,2,2,BTM00003,BTM00003,Alkyl-OH-glucuronidation,BTMR0165,EC 2.4.1.17,HUMAN,,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,"InChI=1S/C19H26I3N3O9/c1-8(29)25(4-11(32)7-28)17-15(21)12(18(33)23-2-9(30)5-26)14(20)13(16(17)22)19(34)24-3-10(31)6-27/h9-11,26-28,30-32H,2-7H2,1H3,(H,23,33)(H,24,34)",NTHXOOBQLCIOLC-UHFFFAOYSA-N,,820.8803
"InChI=1S/C25H34I3N3O15/c1-8(34)31(4-11(37)7-45-25-20(40)18(38)19(39)21(46-25)24(43)44)17-15(27)12(22(41)29-2-9(35)5-32)14(26)13(16(17)28)23(42)30-3-10(36)6-33/h9-11,18-21,25,32-33,35-40H,2-7H2,1H3,(H,29,41)(H,30,42)(H,43,44)",APYDLDDTBGLJQW-UHFFFAOYSA-N,CC(=O)N(CC(COC1OC(C(O)=O)C(C(C1O)O)O)O)C2=C(C(=C(C(=C2I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,,,C25H34I3N3O15,996.912411388,-3.3811999999999998,3,2,2,BTM00004,BTM00004,Alkyl-OH-glucuronidation,BTMR0165,EC 2.4.1.17,HUMAN,,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,"InChI=1S/C19H26I3N3O9/c1-8(29)25(4-11(32)7-28)17-15(21)12(18(33)23-2-9(30)5-26)14(20)13(16(17)22)19(34)24-3-10(31)6-27/h9-11,26-28,30-32H,2-7H2,1H3,(H,23,33)(H,24,34)",NTHXOOBQLCIOLC-UHFFFAOYSA-N,,820.8803
"InChI=1S/C19H26I3N3O12S/c1-8(28)25(4-11(31)6-27)17-15(21)12(18(32)23-2-9(29)5-26)14(20)13(16(17)22)19(33)24-3-10(30)7-37-38(34,35)36/h9-11,26-27,29-31H,2-7H2,1H3,(H,23,32)(H,24,33)(H,34,35,36)",DQAAUUWAEZASFD-UHFFFAOYSA-N,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(COS(O)(=O)=O)O)I,,,C19H26I3N3O12S,900.837138272,-2.422499999999998,3,2,2,BTM00005,BTM00005,Sulfation of primary alcohol,BTMR0501,EC 2.8.2.2,HUMAN,,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,"InChI=1S/C19H26I3N3O9/c1-8(29)25(4-11(32)7-28)17-15(21)12(18(33)23-2-9(30)5-26)14(20)13(16(17)22)19(34)24-3-10(31)6-27/h9-11,26-28,30-32H,2-7H2,1H3,(H,23,33)(H,24,34)",NTHXOOBQLCIOLC-UHFFFAOYSA-N,,820.8803
"InChI=1S/C19H26I3N3O12S/c1-8(28)25(4-11(31)7-37-38(34,35)36)17-15(21)12(18(32)23-2-9(29)5-26)14(20)13(16(17)22)19(33)24-3-10(30)6-27/h9-11,26-27,29-31H,2-7H2,1H3,(H,23,32)(H,24,33)(H,34,35,36)",YPBDVLHBXVRQKQ-UHFFFAOYSA-N,CC(=O)N(CC(COS(O)(=O)=O)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,,,C19H26I3N3O12S,900.8371382720001,-2.422499999999998,3,2,2,BTM00006,BTM00006,Sulfation of primary alcohol,BTMR0501,EC 2.8.2.2,HUMAN,,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,"InChI=1S/C19H26I3N3O9/c1-8(29)25(4-11(32)7-28)17-15(21)12(18(33)23-2-9(30)5-26)14(20)13(16(17)22)19(34)24-3-10(31)6-27/h9-11,26-28,30-32H,2-7H2,1H3,(H,23,33)(H,24,34)",NTHXOOBQLCIOLC-UHFFFAOYSA-N,,820.8803
"InChI=1S/C19H26I3N3O12S/c1-8(29)25(4-10(31)6-27)17-15(21)12(18(32)23-2-9(30)5-26)14(20)13(16(17)22)19(33)24-3-11(7-28)37-38(34,35)36/h9-11,26-28,30-31H,2-7H2,1H3,(H,23,32)(H,24,33)(H,34,35,36)",QZOPBXQMXBCQMV-UHFFFAOYSA-N,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)OS(O)(=O)=O)I,,,C19H26I3N3O12S,900.837138272,-2.422499999999998,3,2,2,BTM00007,BTM00007,Sulfation of secondary alcohol,BTMR0502,EC 2.8.2.2,HUMAN,,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,"InChI=1S/C19H26I3N3O9/c1-8(29)25(4-11(32)7-28)17-15(21)12(18(33)23-2-9(30)5-26)14(20)13(16(17)22)19(34)24-3-10(31)6-27/h9-11,26-28,30-32H,2-7H2,1H3,(H,23,33)(H,24,34)",NTHXOOBQLCIOLC-UHFFFAOYSA-N,,820.8803
"InChI=1S/C19H26I3N3O12S/c1-8(29)25(4-11(7-28)37-38(34,35)36)17-15(21)12(18(32)23-2-9(30)5-26)14(20)13(16(17)22)19(33)24-3-10(31)6-27/h9-11,26-28,30-31H,2-7H2,1H3,(H,23,32)(H,24,33)(H,34,35,36)",HSOJWNOXTCRORD-UHFFFAOYSA-N,CC(=O)N(CC(CO)OS(O)(=O)=O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,,,C19H26I3N3O12S,900.837138272,-2.422499999999998,3,2,2,BTM00008,BTM00008,Sulfation of secondary alcohol,BTMR0502,EC 2.8.2.2,HUMAN,,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,"InChI=1S/C19H26I3N3O9/c1-8(29)25(4-11(32)7-28)17-15(21)12(18(33)23-2-9(30)5-26)14(20)13(16(17)22)19(34)24-3-10(31)6-27/h9-11,26-28,30-32H,2-7H2,1H3,(H,23,33)(H,24,34)",NTHXOOBQLCIOLC-UHFFFAOYSA-N,,820.8803
"InChI=1S/C16H20I3N3O7/c1-6(25)22-14-12(18)9(15(28)20-2-7(26)4-23)11(17)10(13(14)19)16(29)21-3-8(27)5-24/h7-8,23-24,26-27H,2-5H2,1H3,(H,20,28)(H,21,29)(H,22,25)",BHCBLTRDEYPMFZ-UHFFFAOYSA-N,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,,,C16H20I3N3O7,746.84354398,-0.9990000000000001,2,1,1,BTM00009,BTM00009,N-Dealkylation of tertiary carboxamide,BTMR1139,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,"InChI=1S/C19H26I3N3O9/c1-8(29)25(4-11(32)7-28)17-15(21)12(18(33)23-2-9(30)5-26)14(20)13(16(17)22)19(34)24-3-10(31)6-27/h9-11,26-28,30-32H,2-7H2,1H3,(H,23,33)(H,24,34)",NTHXOOBQLCIOLC-UHFFFAOYSA-N,,820.8803
"InChI=1S/C3H6O3/c4-1-3(6)2-5/h1,3,5-6H,2H2",MNQZXJOMYWMBOU-UHFFFAOYSA-N,C(C(CO)O)=O,,,C3H6O3,90.03169405199999,-1.1518000000000004,0,0,0,BTM00010,BTM00010,N-Dealkylation of tertiary carboxamide,BTMR1139,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,CC(=O)N(CC(CO)O)C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I,"InChI=1S/C19H26I3N3O9/c1-8(29)25(4-11(32)7-28)17-15(21)12(18(33)23-2-9(30)5-26)14(20)13(16(17)22)19(34)24-3-10(31)6-27/h9-11,26-28,30-32H,2-7H2,1H3,(H,23,33)(H,24,34)",NTHXOOBQLCIOLC-UHFFFAOYSA-N,,820.8803
