InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C11H18N2O4S/c1-7(6-18)11(17)13-4-2-3-8(13)10(16)12-5-9(14)15/h7-8,18H,2-6H2,1H3,(H,12,16)(H,14,15)",PNHFLCXBGOJRCW-UHFFFAOYSA-N,CC(CS)C(=O)N1CCCC1C(=O)NCC(O)=O,,,C11H18N2O4S,274.098728056,0.022100000000002007,0,0,0,BTM00001,BTM00001,Glycine conjugation,BTMR1325,EC 2.3.1.13,HUMAN,,CC(CS)C(=O)N1CCCC1C(=O)O,"InChI=1S/C9H15NO3S/c1-6(5-14)8(11)10-4-2-3-7(10)9(12)13/h6-7,14H,2-5H2,1H3,(H,12,13)",FAKRSMQSSFJEIM-UHFFFAOYSA-N,,217.0772
"InChI=1S/C15H23NO9S/c1-6(5-26)12(20)16-4-2-3-7(16)14(23)25-15-10(19)8(17)9(18)11(24-15)13(21)22/h6-11,15,17-19,26H,2-5H2,1H3,(H,21,22)",HREJSTYNRZZEJI-UHFFFAOYSA-N,CC(CS)C(=O)N1CCCC1C(=O)OC2OC(C(O)C(O)C2O)C(O)=O,,,C15H23NO9S,393.109352316,-0.946599999999999,0,1,1,BTM00002,BTM00002,O-Glucuronidation of aliphatic acid,BTMR0167,EC 2.4.1.17,HUMAN,,CC(CS)C(=O)N1CCCC1C(=O)O,"InChI=1S/C9H15NO3S/c1-6(5-14)8(11)10-4-2-3-7(10)9(12)13/h6-7,14H,2-5H2,1H3,(H,12,13)",FAKRSMQSSFJEIM-UHFFFAOYSA-N,,217.0772
"InChI=1S/C15H23NO9S/c1-6(12(20)16-4-2-3-7(16)13(21)22)5-26-15-10(19)8(17)9(18)11(25-15)14(23)24/h6-11,15,17-19H,2-5H2,1H3,(H,21,22)(H,23,24)",JUSQZRLOXAJKMG-UHFFFAOYSA-N,CC(CSC1C(C(O)C(C(O1)C(O)=O)O)O)C(=O)N2CCCC2C(=O)O,,,C15H23NO9S,393.109352316,-1.0156999999999992,0,1,1,BTM00003,BTM00003,Thiol glucuronidation,BTMR0179,EC 2.4.1.17,HUMAN,,CC(CS)C(=O)N1CCCC1C(=O)O,"InChI=1S/C9H15NO3S/c1-6(5-14)8(11)10-4-2-3-7(10)9(12)13/h6-7,14H,2-5H2,1H3,(H,12,13)",FAKRSMQSSFJEIM-UHFFFAOYSA-N,,217.0772
"InChI=1S/C19H30N4O9S2/c1-10(17(28)23-6-2-3-13(23)19(31)32)8-33-34-9-12(16(27)21-7-15(25)26)22-14(24)5-4-11(20)18(29)30/h10-13H,2-9,20H2,1H3,(H,21,27)(H,22,24)(H,25,26)(H,29,30)(H,31,32)",ABXMIPKFZOMOAI-UHFFFAOYSA-N,CC(CSSCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O)C(=O)N1CCCC1C(=O)O,,,C19H30N4O9S2,522.14542054,-1.0088000000000021,3,2,2,BTM00004,BTM00004,GSH-conjugation of sulfhydryl,BTMR0221,EC 2.5.1.18,HUMAN,,CC(CS)C(=O)N1CCCC1C(=O)O,"InChI=1S/C9H15NO3S/c1-6(5-14)8(11)10-4-2-3-7(10)9(12)13/h6-7,14H,2-5H2,1H3,(H,12,13)",FAKRSMQSSFJEIM-UHFFFAOYSA-N,,217.0772
"InChI=1S/C16H28N2O5S/c1-11(10-24)15(21)17-7-5-6-13(17)16(22)23-12(8-14(19)20)9-18(2,3)4/h11-13H,5-10H2,1-4H3,(H-,19,20,24)",HJLLCMCTSSECKC-UHFFFAOYSA-N,CC(CS)C(=O)N1CCCC1C(=O)OC(C[N+](C)(C)C)CC([O-])=O,,,C16H28N2O5S,360.171892996,-1.1609999999999971,0,0,0,BTM00005,BTM00005,Carnitine conjugation,BTMR1324,EC 2.3.1.7,HUMAN,,CC(CS)C(=O)N1CCCC1C(=O)O,"InChI=1S/C9H15NO3S/c1-6(5-14)8(11)10-4-2-3-7(10)9(12)13/h6-7,14H,2-5H2,1H3,(H,12,13)",FAKRSMQSSFJEIM-UHFFFAOYSA-N,,217.0772
"InChI=1S/C9H15NO4S/c1-5(4-15)8(12)10-6(9(13)14)2-3-7(10)11/h5-7,11,15H,2-4H2,1H3,(H,13,14)",AQYGJMFEJJZZOJ-UHFFFAOYSA-N,CC(CS)C(=O)N1C(CCC1C(=O)O)O,,,C9H15NO4S,233.07217895999997,0.1504000000000003,0,0,0,BTM00006,BTM00006,Hydroxylation of heteroalicyclic secondary carbon,BTMR1070,"CYP1A2
CYP2A6
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CC(CS)C(=O)N1CCCC1C(=O)O,"InChI=1S/C9H15NO3S/c1-6(5-14)8(11)10-4-2-3-7(10)9(12)13/h6-7,14H,2-5H2,1H3,(H,12,13)",FAKRSMQSSFJEIM-UHFFFAOYSA-N,,217.0772
"InChI=1S/C9H15NO4S/c1-5(4-15)8(12)10-3-6(11)2-7(10)9(13)14/h5-7,11,15H,2-4H2,1H3,(H,13,14)",JGJXKPWWHQGEGO-UHFFFAOYSA-N,CC(CS)C(=O)N1CC(CC1C(=O)O)O,,,C9H15NO4S,233.07217896,-0.3418000000000003,0,0,0,BTM00007,BTM00007,Hydroxylation of heteroalicyclic secondary carbon,BTMR1071,CYP1A2,HUMAN,,CC(CS)C(=O)N1CCCC1C(=O)O,"InChI=1S/C9H15NO3S/c1-6(5-14)8(11)10-4-2-3-7(10)9(12)13/h6-7,14H,2-5H2,1H3,(H,12,13)",FAKRSMQSSFJEIM-UHFFFAOYSA-N,,217.0772
"InChI=1S/C9H15NO4S/c1-5(4-15)8(12)10-3-2-6(11)7(10)9(13)14/h5-7,11,15H,2-4H2,1H3,(H,13,14)",QTGVRAHTLVAJRU-UHFFFAOYSA-N,CC(CS)C(=O)N1CCC(C1C(=O)O)O,,,C9H15NO4S,233.07217896,-0.3418000000000003,0,0,0,BTM00008,BTM00008,Hydroxylation of heteroalicyclic secondary carbon,BTMR1071,CYP1A2,HUMAN,,CC(CS)C(=O)N1CCCC1C(=O)O,"InChI=1S/C9H15NO3S/c1-6(5-14)8(11)10-4-2-3-7(10)9(12)13/h6-7,14H,2-5H2,1H3,(H,12,13)",FAKRSMQSSFJEIM-UHFFFAOYSA-N,,217.0772
"InChI=1S/C9H15NO4S/c11-4-6(5-15)8(12)10-3-1-2-7(10)9(13)14/h6-7,11,15H,1-5H2,(H,13,14)",MXUOXBZUFTWEFD-UHFFFAOYSA-N,C(C(CS)C(=O)N1CCCC1C(=O)O)O,,,C9H15NO4S,233.07217896,-0.3418000000000001,0,0,0,BTM00009,BTM00009,Hydroxylation of terminal methyl,BTMR1061,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,CC(CS)C(=O)N1CCCC1C(=O)O,"InChI=1S/C9H15NO3S/c1-6(5-14)8(11)10-4-2-3-7(10)9(12)13/h6-7,14H,2-5H2,1H3,(H,12,13)",FAKRSMQSSFJEIM-UHFFFAOYSA-N,,217.0772
"InChI=1S/C9H13NO3S/c1-6(5-14)8(11)10-4-2-3-7(10)9(12)13/h7,14H,1-5H2,(H,12,13)",YMJRTSHRABWEKS-UHFFFAOYSA-N,C=C(CS)C(=O)N1CCCC1C(=O)O,,,C9H13NO3S,215.061614276,0.763499999999999,0,0,0,BTM00010,BTM00010,Terminal desaturation,BTMR1190,"CYP1A2
CYP2A6
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CC(CS)C(=O)N1CCCC1C(=O)O,"InChI=1S/C9H15NO3S/c1-6(5-14)8(11)10-4-2-3-7(10)9(12)13/h6-7,14H,2-5H2,1H3,(H,12,13)",FAKRSMQSSFJEIM-UHFFFAOYSA-N,,217.0772
